Name,Price,SellDate,Date,Condition,Mileage,Origin,Body Type,Engine Type,Color,Color inside,Seats,Doors,City
Xe LandRover Range Rover Autobiography 3.0 2014 - 2 Ty 580 Trieu,2 Ty 580 Trieu,4/11/2024,2014,Xe da dung,0 Km,Nhap khau,SUV,Xang 3.0 L,Nhieu mau,Nau,5 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E300 AMG 2019 - 1 Ty 520 Trieu,1 Ty 520 Trieu,4/11/2024,2019,Xe da dung,"48,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Subaru Forester 2.0i-S EyeSight 2021 - 820 Trieu,820 Trieu,4/11/2024,2021,Xe da dung,"24,050 Km",Nhap khau,SUV,Xang 2.0 L,Dong,Kem,5 cho,5 cua,Ha Noi
Xe Hyundai Tucson 2.0 AT CRDi Dac biet 2022 - 835 Trieu,835 Trieu,4/11/2024,2022,Xe da dung,0 Km,Lap rap trong nuoc,Crossover,Dau 2.0 L,Nau,-,5 cho,5 cua,Ha Noi
Xe Mazda 3 1.5L Deluxe 2022 - 530 Trieu,530 Trieu,4/11/2024,2022,Xe da dung,"49,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Toyota Camry 2.5Q 2019 - 880 Trieu,880 Trieu,4/11/2024,2019,Xe da dung,"50,000 Km",Nhap khau,Sedan,Xang 2.5 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023 - 880 Trieu,880 Trieu,4/11/2024,2023,Xe da dung,"10,000 Km",Lap rap trong nuoc,Ban tai / Pickup,Dau 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Toyota Camry 2.5Q 2019 - 880 Trieu,880 Trieu,4/11/2024,2019,Xe da dung,"50,000 Km",Nhap khau,Sedan,Xang 2.5 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023 - 880 Trieu,880 Trieu,4/11/2024,2023,Xe da dung,"10,000 Km",Lap rap trong nuoc,Ban tai / Pickup,Dau 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2016 - 525 Trieu,525 Trieu,4/11/2024,2016,Xe da dung,"70,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Ford Everest Trend 2.0L 4x2 AT 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"84,000 Km",Nhap khau,SUV,Dau 2.0 L,Do,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2020 - 1 Ty 645 Trieu,1 Ty 645 Trieu,4/11/2024,2020,Xe da dung,"48,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Honda CRV L 2021 - 915 Trieu,915 Trieu,4/11/2024,2021,Xe da dung,"44,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Hyundai Accent 1.4 AT 2022 - 468 Trieu,468 Trieu,4/11/2024,2022,Xe da dung,"20,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Trang,Nhieu mau,5 cho,4 cua,Ha Noi
Xe Audi Q5 2.0 AT 2017 - 1 Ty 149 Trieu,1 Ty 149 Trieu,4/11/2024,2017,Xe da dung,"91,713 Km",Nhap khau,SUV,Xang 2.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Mercedes Benz S class S500L 2014 - 1 Ty 290 Trieu,1 Ty 290 Trieu,4/11/2024,2014,Xe da dung,"129,000 Km",Lap rap trong nuoc,Sedan,Xang 4.7 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2016 - 559 Trieu,559 Trieu,4/11/2024,2016,Xe da dung,"65,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe Lexus RX 200t 2016 - 1 Ty 860 Trieu,1 Ty 860 Trieu,4/11/2024,2016,Xe da dung,"100,000 Km",Nhap khau,SUV,Xang 2.0 L,Vang,Nau,5 cho,5 cua,Ha Noi
Xe Suzuki Swift 1.4 AT 2014 - 270 Trieu,270 Trieu,4/11/2024,2014,Xe da dung,"99,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.4 L,Trang,Nhieu mau,5 cho,5 cua,Ha Noi
Xe LandRover Range Rover SV Autobiography LWB 5.0 2016 - 5 Ty 680 Trieu,5 Ty 680 Trieu,4/11/2024,2016,Xe da dung,"70,000 Km",Nhap khau,SUV,Xang 5.0 L,Trang,Nau,4 cho,5 cua,Ha Noi
Xe Lexus RX 200t 2017 - 1 Ty 899 Trieu,1 Ty 899 Trieu,4/11/2024,2017,Xe da dung,"85,000 Km",Nhap khau,SUV,Xang 2.0 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai Elantra 2.0 AT 2018 - 425 Trieu,425 Trieu,4/11/2024,2018,Xe da dung,"11,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe LandRover Range Rover Autobiography LWB Black Edition 2015 - 3 Ty 990 Trieu,3 Ty 990 Trieu,4/11/2024,2015,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 5.0 L,Bac,Den,4 cho,5 cua,Ha Noi
Xe Mercedes Benz C class C200 Avantgarde 2022 - 1 Ty 399 Trieu,1 Ty 399 Trieu,4/11/2024,2022,Xe da dung,"1,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz C class C200 2018 - 815 Trieu,815 Trieu,4/11/2024,2018,Xe da dung,"70,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Corolla Cross 1.8G 2022 - 718 Trieu,718 Trieu,4/11/2024,2022,Xe da dung,"19,000 Km",Nhap khau,SUV,Xang 1.8 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai Kona 1.6 Turbo 2019 - 520 Trieu,520 Trieu,4/11/2024,2019,Xe da dung,"48,000 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Hyundai Kona 1.6 Turbo 2019 - 520 Trieu,520 Trieu,4/11/2024,2019,Xe da dung,"48,000 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Toyota Hilux 2.4L 4x2 AT 2021 - 659 Trieu,659 Trieu,4/11/2024,2021,Xe da dung,"42,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.4 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz C class C300 AMG 2022 - 1 Ty 750 Trieu,1 Ty 750 Trieu,4/11/2024,2022,Xe da dung,"35,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x4 AT 2021 - 1 Ty 15 Trieu,1 Ty 15 Trieu,4/11/2024,2021,Xe da dung,"40,000 Km",Nhap khau,SUV,Dau 2.0 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Kia Sorento Signature 2.5 AT AWD 2022 - 989 Trieu,989 Trieu,4/11/2024,2022,Xe da dung,"46,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Xanh,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2022 - 2 Ty 59 Trieu,2 Ty 59 Trieu,4/11/2024,2022,Xe da dung,"6,857 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe VinFast Lux A 2.0 Plus 2.0 AT 2021 - 618 Trieu,618 Trieu,4/11/2024,2021,Xe da dung,"60,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Nau,5 cho,4 cua,Ha Noi
Xe Hyundai Elantra 2.0 AT 2021 - 539 Trieu,539 Trieu,4/11/2024,2021,Xe da dung,"29,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Mazda 3 1.5L Deluxe 2022 - 555 Trieu,555 Trieu,4/11/2024,2022,Xe da dung,"40,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Xanh,Den,5 cho,4 cua,Ha Noi
Xe Ford Ranger XLS 2.0L 4x2 AT 2023 - 665 Trieu,665 Trieu,4/11/2024,2023,Xe da dung,"12,000 Km",Lap rap trong nuoc,Ban tai / Pickup,Dau 2.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2017 - 999 Trieu,999 Trieu,4/11/2024,2017,Xe da dung,"68,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Toyota Camry 2.5Q 2022 - 1 Ty 220 Trieu,1 Ty 220 Trieu,4/11/2024,2022,Xe da dung,"28,898 Km",Nhap khau,Sedan,Xang 2.5 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.2L 4x2 AT 2016 - 695 Trieu,695 Trieu,4/11/2024,2016,Xe da dung,"80,000 Km",Nhap khau,SUV,Dau 2.2 L,Do,Den,7 cho,5 cua,Ha Noi
Xe Honda City 1.5TOP 2020 - 459 Trieu,459 Trieu,4/11/2024,2020,Xe da dung,"33,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Nau,Den,5 cho,4 cua,Ha Noi
Xe Peugeot 5008 1.6 AT 2019 - 688 Trieu,688 Trieu,4/11/2024,2019,Xe da dung,"92,000 Km",Lap rap trong nuoc,SUV,Xang 1.6 L,Trang,Ghi,7 cho,5 cua,Ha Noi
Xe MG ZS Luxury 1.5 AT 2WD 2023 - 475 Trieu,475 Trieu,4/11/2024,2023,Xe da dung,"18,000 Km",Nhap khau,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E200 2017 - 999 Trieu,999 Trieu,4/11/2024,2017,Xe da dung,"80,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Nau,5 cho,4 cua,Ha Noi
Xe VinFast Lux A 2.0 2.0 AT 2021 - 605 Trieu,605 Trieu,4/11/2024,2021,Xe da dung,"50,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz C class C200 Exclusive 2020 - 1 Ty 50 Trieu,1 Ty 50 Trieu,4/11/2024,2020,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Lexus ES 350 2016 - 1 Ty 350 Trieu,1 Ty 350 Trieu,4/11/2024,2016,Xe da dung,"90,000 Km",Nhap khau,Sedan,Xang 3.5 L,Xanh,Nau,5 cho,4 cua,Ha Noi
Xe Mazda CX8 Premium 2022 - 945 Trieu,945 Trieu,4/11/2024,2022,Xe da dung,"20,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Do,Den,7 cho,5 cua,Ha Noi
Xe VinFast Lux A 2.0 Tieu chuan 2022 - 639 Trieu,639 Trieu,4/11/2024,2022,Xe da dung,"12,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Toyota Prado VX 2.7L 2022 - 2 Ty 970 Trieu,2 Ty 970 Trieu,4/11/2024,2022,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 2.7 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Kia Sonet Luxury 1.5 AT 2022 - 535 Trieu,535 Trieu,4/11/2024,2022,Xe da dung,"5,400 Km",Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Kia Carens 1.5G Luxury 2023 - 665 Trieu,665 Trieu,4/11/2024,2023,Xe da dung,"7,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Do,Xam,7 cho,5 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2020 - 720 Trieu,720 Trieu,4/11/2024,2020,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Nau,7 cho,5 cua,Ha Noi
Xe Lexus RX 350L 2018 - 3 Ty 150 Trieu,3 Ty 150 Trieu,4/11/2024,2018,Xe da dung,"53,000 Km",Nhap khau,SUV,Xang 3.5 L,Cat,Kem,7 cho,5 cua,Ha Noi
Xe Kia Soul 2.0 AT 2014 - 450 Trieu,450 Trieu,4/11/2024,2014,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 2.0 L,Trang,Nhieu mau,5 cho,5 cua,Ha Noi
Xe Porsche Macan S 2016 - 1 Ty 680 Trieu,1 Ty 680 Trieu,4/11/2024,2016,Xe da dung,"60,000 Km",Nhap khau,SUV,Xang 3.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2023 - 5 Ty 100 Trieu,5 Ty 100 Trieu,4/11/2024,2023,Xe da dung,"10,780 Km",Nhap khau,SUV,Xang 3.4 L,Den,Nhieu mau,7 cho,5 cua,Ha Noi
Xe Chevrolet Aveo LTZ 1.4 AT 2018 - 229 Trieu,229 Trieu,4/11/2024,2018,Xe da dung,"90,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe BMW X1 sDrive18i 2018 - 850 Trieu,850 Trieu,4/11/2024,2018,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 1.5 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe Nissan Sunny XV Premium S 2018 - 299 Trieu,299 Trieu,4/11/2024,2018,Xe da dung,"90,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Xam,Kem,5 cho,4 cua,Ha Noi
Xe Porsche Panamera 4 Executive 2020 - 5 Ty 450 Trieu,5 Ty 450 Trieu,4/11/2024,2020,Xe da dung,"35,000 Km",Nhap khau,Sedan,Xang 3.0 L,Trang,Kem,4 cho,4 cua,Ha Noi
Xe Lexus RX 350 AWD 2014 - 1 Ty 460 Trieu,1 Ty 460 Trieu,4/11/2024,2014,Xe da dung,"58,000 Km",Nhap khau,SUV,Xang 3.5 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Toyota Fortuner 2.4G 4x2 AT 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"79,000 Km",Lap rap trong nuoc,SUV,Dau 2.4 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Audi Q5 2.0 AT 2018 - 1 Ty 270 Trieu,1 Ty 270 Trieu,4/11/2024,2018,Xe da dung,"38,000 Km",Nhap khau,SUV,Xang 2.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai Palisade Exclusive 2.2 AT 2023 - 1 Ty 420 Trieu,1 Ty 420 Trieu,4/11/2024,2023,Xe da dung,"16,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Den,Den,6 cho,5 cua,Ha Noi
Xe Mitsubishi Triton 4x2 AT 2019 - 459 Trieu,459 Trieu,4/11/2024,2019,Xe da dung,"11,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.5 L,Xam,Kem,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"80,000 Km",Nhap khau,SUV,Dau 2.0 L,Cat,Den,7 cho,5 cua,Ha Noi
Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023 - 1 Ty 435 Trieu,1 Ty 435 Trieu,4/11/2024,2023,Xe da dung,"16,000 Km",Nhap khau,SUV,Dau 2.0 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2022 - 1 Ty 115 Trieu,1 Ty 115 Trieu,4/11/2024,2022,Xe da dung,"45,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe LandRover Range Rover SVAutobiography LWB 3.0 I6 2021 - 8 Ty 990 Trieu,8 Ty 990 Trieu,4/11/2024,2021,Xe da dung,"34,000 Km",Nhap khau,SUV,Xang 3.0 L,Trang,Vang,4 cho,5 cua,Ha Noi
Xe Mazda CX5 2.0 AT AWD 2014 - 445 Trieu,445 Trieu,4/11/2024,2014,Xe da dung,"110,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Toyota Land Cruiser 4.6 V8 2020 - 4 Ty 239 Trieu,4 Ty 239 Trieu,4/11/2024,2020,Xe da dung,0 Km,Nhap khau,SUV,Xang 4.6 L,Den,Nau,8 cho,5 cua,Ha Noi
Xe LandRover Range Rover Autobiography 3.0 2014 - 2 Ty 590 Trieu,2 Ty 590 Trieu,4/11/2024,2014,Xe da dung,"68,000 Km",Nhap khau,SUV,Xang 3.0 L,Xanh,Nau,5 cho,5 cua,Ha Noi
Xe BMW X4 xDrive28i 2014 - 799 Trieu,799 Trieu,4/11/2024,2014,Xe da dung,"72,000 Km",Nhap khau,SUV,Xang 2.0 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Toyota Camry 2.0E 2017 - 628 Trieu,628 Trieu,4/11/2024,2017,Xe da dung,"88,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Mazda CX5 Premium 2.0 AT 2022 - 785 Trieu,785 Trieu,4/11/2024,2022,Xe da dung,"50,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Hyundai i10 Grand 1.2 AT 2020 - 345 Trieu,345 Trieu,4/11/2024,2020,Xe da dung,"47,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.25 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2022 - 1 Ty 169 Trieu,1 Ty 169 Trieu,4/11/2024,2022,Xe da dung,"51,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.5L HTRAC 2022 - 1 Ty 29 Trieu,1 Ty 29 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Do,7 cho,5 cua,Ha Noi
Xe VinFast Fadil 1.4 AT Premium 2020 - 328 Trieu,328 Trieu,4/11/2024,2020,Xe da dung,"46,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.4 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Ford Focus Trend 1.5L 2017 - 355 Trieu,355 Trieu,4/11/2024,2017,Xe da dung,"70,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Mazda 6 2.5 AT 2014 - 415 Trieu,415 Trieu,4/11/2024,2014,Xe da dung,"96,000 Km",Lap rap trong nuoc,Sedan,Xang 2.5 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Nissan Almera EL 1.0 CVT 2021 - 405 Trieu,405 Trieu,4/11/2024,2021,Xe da dung,"40,000 Km",Nhap khau,Sedan,Xang 1.0 L,Do,Do,5 cho,4 cua,Ha Noi
Xe Honda Civic E 1.5 AT 2021 - 635 Trieu,635 Trieu,4/11/2024,2021,Xe da dung,"29,000 Km",Nhap khau,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Honda HRV G 2018 - 519 Trieu,519 Trieu,4/11/2024,2018,Xe da dung,"89,000 Km",Nhap khau,Crossover,Xang 1.8 L,Trang,Trang,5 cho,5 cua,Ha Noi
Xe Honda City RS 1.5 AT 2023 - 525 Trieu,525 Trieu,4/11/2024,2023,Xe da dung,"30,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Xanh,Den,5 cho,4 cua,Ha Noi
Xe Honda CRV L 2019 - 795 Trieu,795 Trieu,4/11/2024,2019,Xe da dung,"79,000 Km",Nhap khau,SUV,Xang 1.5 L,Do,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E300 AMG 2019 - 1 Ty 473 Trieu,1 Ty 473 Trieu,4/11/2024,2019,Xe da dung,"65,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Toyota Highlander LE 2.7 2014 - 880 Trieu,880 Trieu,4/11/2024,2014,Xe da dung,"96,000 Km",Nhap khau,SUV,Xang 2.7 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Hyundai Elantra 2.0 AT 2021 - 535 Trieu,535 Trieu,4/11/2024,2021,Xe da dung,"50,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Ford Flex Limited EcoBoost 2014 - 1 Ty 450 Trieu,1 Ty 450 Trieu,4/11/2024,2014,Xe da dung,"100,000 Km",Nhap khau,SUV,Xang 3.5 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Kia Sedona 2.2 DAT Deluxe 2020 - 780 Trieu,780 Trieu,4/11/2024,2020,Xe da dung,0 Km,Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Toyota Camry 2.0E 2016 - 520 Trieu,520 Trieu,4/11/2024,2016,Xe da dung,"110,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Xam,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Prado VX 2.7L 2020 - 1 Ty 990 Trieu,1 Ty 990 Trieu,4/11/2024,2020,Xe da dung,"70,000 Km",Nhap khau,SUV,Xang 2.7 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Toyota Fortuner 2.4G 4x2 AT 2018 - 795 Trieu,795 Trieu,4/11/2024,2018,Xe da dung,"90,000 Km",Nhap khau,SUV,Dau 2.4 L,Bac,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz G class G63 AMG 2021 - 9 Ty 500 Trieu,9 Ty 500 Trieu,4/11/2024,2021,Xe da dung,"19,000 Km",Nhap khau,SUV,Xang 4.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Porsche Macan S 2015 - 1 Ty 680 Trieu,1 Ty 680 Trieu,4/11/2024,2015,Xe da dung,"60,000 Km",Nhap khau,SUV,Xang 3.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Honda CRV L 2022 - 935 Trieu,935 Trieu,4/11/2024,2022,Xe da dung,"37,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Porsche Cayenne 3.0 V6 2017 - 2 Ty 350 Trieu,2 Ty 350 Trieu,4/11/2024,2017,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 3.0 L,Nau,Kem,5 cho,5 cua,Ha Noi
Xe Hyundai Creta Tieu chuan 1.5 AT 2023 - 575 Trieu,575 Trieu,4/11/2024,2023,Xe da dung,"18,000 Km",Nhap khau,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe LandRover Range Rover HSE 3.0 2014 - 2 Ty 390 Trieu,2 Ty 390 Trieu,4/11/2024,2014,Xe da dung,"70,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Kia Sedona 2.2L DATH 2018 - 750 Trieu,750 Trieu,4/11/2024,2018,Xe da dung,"100,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Porsche Panamera 3.0 V6 2017 - 3 Ty 99 Trieu,3 Ty 99 Trieu,4/11/2024,2017,Xe da dung,"56,000 Km",Nhap khau,Sedan,Xang 3.0 L,Den,Do,4 cho,4 cua,Ha Noi
Xe Lexus LX 570 Super Sport 2016 - 4 Ty 690 Trieu,4 Ty 690 Trieu,4/11/2024,2016,Xe da dung,"78,000 Km",Nhap khau,SUV,Xang 5.7 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLS 450 4Matic 2021 - 4 Ty 550 Trieu,4 Ty 550 Trieu,4/11/2024,2021,Xe da dung,"30,000 Km",Nhap khau,SUV,Xang 3.0 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe BMW X3 sDrive20i M Sport 2023 - 1 Ty 879 Trieu,1 Ty 879 Trieu,4/11/2024,2023,Xe da dung,"20,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe VinFast Lux A 2.0 Nang cao 2022 - 670 Trieu,670 Trieu,4/11/2024,2022,Xe da dung,"16,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Nau,5 cho,4 cua,Ha Noi
Xe Kia Carnival Signature 3.5G 2021 - 1 Ty 220 Trieu,1 Ty 220 Trieu,4/11/2024,2021,Xe da dung,"39,000 Km",Lap rap trong nuoc,Van/Minivan,Xang 3.5 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Toyota Fortuner 2.4L 4x2 AT 2022 - 988 Trieu,988 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,SUV,Dau 2.4 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 250 4Matic 2017 - 922 Trieu,922 Trieu,4/11/2024,2017,Xe da dung,"10,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Mazda 3 1.5L Luxury 2019 - 488 Trieu,488 Trieu,4/11/2024,2019,Xe da dung,"68,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Do,Nau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2021 - 1 Ty 580 Trieu,1 Ty 580 Trieu,4/11/2024,2021,Xe da dung,"50,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Kia Sedona 2.2L DATH 2018 - 720 Trieu,720 Trieu,4/11/2024,2018,Xe da dung,"120,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Toyota Prado TXL 2.7L 2016 - 1 Ty 320 Trieu,1 Ty 320 Trieu,4/11/2024,2016,Xe da dung,"56,000 Km",Nhap khau,SUV,Xang 2.7 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Rolls Royce Ghost Series II 2015 - 13 Ty,13 Ty,4/11/2024,2015,Xe da dung,"30,000 Km",Nhap khau,Sedan,Xang 6.6 L,Trang,Kem,4 cho,4 cua,Ha Noi
Xe Toyota Land Cruiser VX 4.6 V8 2014 - 1 Ty 949 Trieu,1 Ty 949 Trieu,4/11/2024,2014,Xe da dung,"120,000 Km",Nhap khau,SUV,Xang 4.6 L,Den,Nau,8 cho,5 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2021 - 800 Trieu,800 Trieu,4/11/2024,2021,Xe da dung,"54,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Mazda 6 2.0L Premium 2018 - 555 Trieu,555 Trieu,4/11/2024,2018,Xe da dung,"68,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Xanh,Den,5 cho,4 cua,Ha Noi
