Name,Price,SellDate,Date,Condition,Mileage,Origin,Body Type,Engine Type,Color,Color inside,Seats,Doors,City
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2021 - 1 Ty 90 Trieu,1 Ty 90 Trieu,4/11/2024,2021,Xe da dung,"47,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2021 - 1 Ty 90 Trieu,1 Ty 90 Trieu,4/11/2024,2021,Xe da dung,"47,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Trang,Nau,7 cho,5 cua,TP HCM
Xe MG 5 Standard 1.5 AT 2022 - 410 Trieu,410 Trieu,4/11/2024,2022,Xe da dung,"25,000 Km",Nhap khau,Sedan,Xang 1.5 L,Den,Den,5 cho,4 cua,TP HCM
Xe MG 5 Standard 1.5 AT 2022 - 410 Trieu,410 Trieu,4/11/2024,2022,Xe da dung,"25,000 Km",Nhap khau,Sedan,Xang 1.5 L,Den,Den,5 cho,4 cua,Hai Phong
Xe Mazda 2 Luxury 2024 - 499 Trieu,499 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,,TP HCM
Xe Mazda 2 Luxury 2024 - 499 Trieu,499 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,,TP HCM
Xe Honda HRV G 2024 - 654 Trieu,654 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Trang,Den,5 cho,5 cua,,TP HCM
Xe Honda HRV G 2024 - 654 Trieu,654 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Trang,Den,5 cho,5 cua,,TP HCM
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Innova 2.0E 2019 - 530 Trieu,530 Trieu,4/11/2024,2019,Xe da dung,"60,800 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Cam,8 cho,5 cua,Dak Lak
Xe Toyota Innova 2.0E 2019 - 530 Trieu,530 Trieu,4/11/2024,2019,Xe da dung,"60,800 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Cam,8 cho,5 cua,Ha Noi
Xe Mercedes Benz C class C200 Exclusive 2021 - 1 Ty 159 Trieu,1 Ty 159 Trieu,4/11/2024,2021,Xe da dung,"23,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,TP HCM
Xe Mercedes Benz C class C200 Exclusive 2021 - 1 Ty 159 Trieu,1 Ty 159 Trieu,4/11/2024,2021,Xe da dung,"23,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,TP HCM
Xe MG RX5 1.5T LUX 2023 - 829 Trieu,829 Trieu,4/11/2024,2023,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Xam,Den,5 cho,5 cua,,Hai Phong
Xe MG RX5 1.5T LUX 2023 - 829 Trieu,829 Trieu,4/11/2024,2023,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Xam,Den,5 cho,5 cua,,Ha Noi
Xe Ford Explorer Limited 2.3L EcoBoost 2024 - 2 Ty 99 Trieu,2 Ty 99 Trieu,3/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 2.3 L,Trang,Den,7 cho,5 cua,,TP HCM
Xe Ford Explorer Limited 2.3L EcoBoost 2024 - 2 Ty 99 Trieu,2 Ty 99 Trieu,3/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 2.3 L,Trang,Den,7 cho,5 cua,,TP HCM
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Dak Lak
Xe MG ZS Luxury 1.5 AT 2WD 2024 - 470 Trieu,470 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Corolla Cross 1.8G 2022 - 670 Trieu,670 Trieu,4/11/2024,2022,Xe da dung,"59,347 Km",Nhap khau,SUV,Xang 1.8 L,Do,Den,5 cho,5 cua,TP HCM
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Dak Lak
Xe MG ZS Luxury 1.5 AT 2WD 2024 - 470 Trieu,470 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Corolla Cross 1.8G 2022 - 670 Trieu,670 Trieu,4/11/2024,2022,Xe da dung,"59,347 Km",Nhap khau,SUV,Xang 1.8 L,Do,Den,5 cho,5 cua,TP HCM
Xe Toyota Innova 2.0E 2019 - 530 Trieu,530 Trieu,4/11/2024,2019,Xe da dung,"60,800 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Cam,8 cho,5 cua,TP HCM
Xe Mercedes Benz C class C200 Exclusive 2021 - 1 Ty 159 Trieu,1 Ty 159 Trieu,4/11/2024,2021,Xe da dung,"23,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Hai Phong
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Dak Lak
Xe Hyundai Creta Dac biet 1.5 AT 2024 - 625 Trieu,625 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2024 - 483 Trieu,483 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.0 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Ford Ranger XLS 2.2L 4x2 AT 2021 - 579 Trieu,579 Trieu,4/11/2024,2021,Xe da dung,"46,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Ghi,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2022 - 465 Trieu,465 Trieu,4/11/2024,2022,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Cat,Kem,5 cho,4 cua,Dak Lak
Xe MG ZS Luxury 1.5 AT 2WD 2024 - 470 Trieu,470 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Do,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Innova 2.0E 2019 - 530 Trieu,530 Trieu,4/11/2024,2019,Xe da dung,"60,800 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Cam,8 cho,5 cua,TP HCM
Xe Toyota Corolla Cross 1.8G 2022 - 670 Trieu,670 Trieu,4/11/2024,2022,Xe da dung,"59,347 Km",Nhap khau,SUV,Xang 1.8 L,Do,Den,5 cho,5 cua,TP HCM
Xe Mercedes Benz C class C200 Exclusive 2021 - 1 Ty 159 Trieu,1 Ty 159 Trieu,4/11/2024,2021,Xe da dung,"23,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Hai Phong
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2021 - 1 Ty 90 Trieu,1 Ty 90 Trieu,4/11/2024,2021,Xe da dung,"47,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe MG RX5 1.5T LUX 2023 - 829 Trieu,829 Trieu,4/11/2024,2023,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Xam,Den,5 cho,5 cua,,TP HCM
Xe MG 5 Standard 1.5 AT 2022 - 410 Trieu,410 Trieu,4/11/2024,2022,Xe da dung,"25,000 Km",Nhap khau,Sedan,Xang 1.5 L,Den,Den,5 cho,4 cua,TP HCM
Xe Ford Explorer Limited 2.3L EcoBoost 2024 - 2 Ty 99 Trieu,2 Ty 99 Trieu,3/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 2.3 L,Trang,Den,7 cho,5 cua,,TP HCM
Xe Mitsubishi Xforce Exceed 2024 - 608 Trieu,608 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 1.5 L,Trang,Ghi,5 cho,5 cua,,TP HCM
Xe Mazda 2 Luxury 2024 - 499 Trieu,499 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,,Thanh Hoa
Xe Toyota Innova Cross HEV 2.0 CVT 2024 - 990 Trieu,990 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Crossover,Hybrid 2.0 L,Bac,Nhieu mau,7 cho,5 cua,,TP HCM
Xe Honda HRV G 2024 - 654 Trieu,654 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Trang,Den,5 cho,5 cua,,Ha Noi
Xe Suzuki Super Carry Truck 2023 - 249 Trieu,249 Trieu,4/11/2024,2023,Xe moi,Lap rap trong nuoc,Truck,Xang 1.0 L,Trang,Ghi,2 cho,2 cua,,Ha Noi
Xe Mercedes Benz S class S450 4Matic 2024 - 5 Ty 39 Trieu,5 Ty 39 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 3.0 L,Xanh,Nau,5 cho,4 cua,,TP HCM
Xe Mercedes Benz C class C200 2019 - 890 Trieu,890 Trieu,3/11/2024,2019,Xe da dung,"45,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Mitsubishi Triton Athlete 4x4 AT 2022 - 720 Trieu,720 Trieu,3/11/2024,2022,Xe da dung,"40,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.4 L,Den,Nhieu mau,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2024 - 1 Ty 194 Trieu,1 Ty 194 Trieu,3/11/2024,2024,Xe moi,Nhap khau,SUV,Dau 2.0 L,Trang,Den,7 cho,5 cua,,Ha Noi
Xe Kia Sedona 3.3 GAT Premium 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"30,200 Km",Lap rap trong nuoc,Van/Minivan,Xang 3.3 L,Trang,Kem,7 cho,5 cua,TP HCM
Xe Lexus RX 350 2018 - 2 Ty 790 Trieu,2 Ty 790 Trieu,4/11/2024,2018,Xe da dung,"53,000 Km",Nhap khau,SUV,Xang 3.5 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Mini Cooper Countryman 2014 - 585 Trieu,585 Trieu,4/11/2024,2014,Xe da dung,"70,000 Km",Nhap khau,Hatchback,Xang 1.6 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Honda Jazz RS 2018 - 379 Trieu,379 Trieu,4/11/2024,2018,Xe da dung,"41,000 Km",Nhap khau,Hatchback,Xang 1.5 L,Trang,Vang,5 cho,5 cua,TP HCM
Xe Toyota Innova 2.0E 2016 - 420 Trieu,420 Trieu,4/11/2024,2016,Xe da dung,"100,000 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Nau,8 cho,5 cua,Ninh Binh
Xe Kia Cerato 1.6 AT Luxury 2019 - 485 Trieu,485 Trieu,4/11/2024,2019,Xe da dung,"31,000 Km",Lap rap trong nuoc,Sedan,Xang 1.6 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Mitsubishi Xpander 1.5 AT 2020 - 510 Trieu,510 Trieu,3/11/2024,2020,Xe da dung,"69,000 Km",Nhap khau,SUV,Xang 1.5 L,Nau,Vang,7 cho,5 cua,Ha Noi
Xe Ford Fiesta 1.6 AT 2013 - 199 Trieu,199 Trieu,4/11/2024,2013,Xe da dung,"11,000 Km",Lap rap trong nuoc,Sedan,Xang 1.6 L,Cat,Den,5 cho,4 cua,Ninh Binh
Xe Mercedes Benz C class C300 AMG 2019 - 1 Ty 39 Trieu,1 Ty 39 Trieu,4/11/2024,2019,Xe da dung,"56,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Peugeot 3008 GT 2022 - 919 Trieu,919 Trieu,3/11/2024,2022,Xe da dung,"14,368 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Xanh,Kem,5 cho,5 cua,TP HCM
Xe Hyundai SantaFe Cao cap 2.5L HTRAC 2023 - 1 Ty 60 Trieu,1 Ty 60 Trieu,3/11/2024,2023,Xe da dung,"7,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Kia Morning SLX 1.0 AT 2010 - 186 Trieu,186 Trieu,3/11/2024,2010,Xe da dung,0 Km,Nhap khau,Hatchback,Xang 1.0 L,Ghi,Den,5 cho,5 cua,Bac Ninh
Xe Ford Everest Ambiente 2.0 4x2 AT 2019 - 745 Trieu,745 Trieu,4/11/2024,2019,Xe da dung,"89,000 Km",Nhap khau,SUV,Dau 2.0 L,Xanh,Den,7 cho,5 cua,Ha Noi
Xe Toyota Veloz Cross Top 1.5 CVT 2022 - 615 Trieu,615 Trieu,4/11/2024,2022,Xe da dung,"13,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Toyota Camry 2.0E 2018 - 669 Trieu,669 Trieu,4/11/2024,2018,Xe da dung,"92,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Camry 2.5Q 2018 - 755 Trieu,755 Trieu,4/11/2024,2018,Xe da dung,"66,000 Km",Lap rap trong nuoc,Sedan,Xang 2.5 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Kia Seltos Premium 1.4 AT 2020 - 579 Trieu,579 Trieu,4/11/2024,2020,Xe da dung,"59,500 Km",Lap rap trong nuoc,Crossover,Xang 1.4 L,Trang,Trang,5 cho,5 cua,TP HCM
Xe Mercedes Benz E class E200 Exclusive 2021 - 1 Ty 620 Trieu,1 Ty 620 Trieu,4/11/2024,2021,Xe da dung,"75,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2024 - 1 Ty 234 Trieu,1 Ty 234 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Dau 2.0 L,Xam,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Fortuner Legender 2.4L 4x2 AT 2024 - 1 Ty 130 Trieu,1 Ty 130 Trieu,4/11/2024,2024,Xe da dung,"5,000 Km",Lap rap trong nuoc,SUV,Dau 2.4 L,Den,Nhieu mau,7 cho,5 cua,TP HCM
Xe Peugeot 5008 GT 1.6 AT 2022 - 950 Trieu,950 Trieu,4/11/2024,2022,Xe da dung,"52,000 Km",Lap rap trong nuoc,SUV,Xang 1.6 L,Trang,Nau,7 cho,5 cua,TP HCM
Xe Toyota Camry 2.0G 2019 - 785 Trieu,785 Trieu,4/11/2024,2019,Xe da dung,5 Km,Nhap khau,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Lexus LM 300h Royal Lounge 2020 - 5 Ty 599 Trieu,5 Ty 599 Trieu,4/11/2024,2020,Xe da dung,"59,999 Km",Nhap khau,Van/Minivan,Hybrid 2.5 L,Den,Den,4 cho,5 cua,Ha Noi
Xe Toyota Corolla Cross 1.8V 2022 - 755 Trieu,755 Trieu,4/11/2024,2022,Xe da dung,"16,000 Km",Nhap khau,SUV,Xang 1.8 L,Xanh,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai Tucson 1.6 AT Turbo HTRAC Dac biet 2022 - 899 Trieu,899 Trieu,3/11/2024,2022,Xe da dung,"20,000 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Nissan Navara EL 2.5 AT 2WD 2017 - 425 Trieu,425 Trieu,4/11/2024,2017,Xe da dung,"67,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.5 L,Nau,Den,5 cho,4 cua,Ha Noi
Xe MG ZS Luxury 1.5 AT 2WD 2024 - 470 Trieu,470 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Lexus RX 450h 2012 - 1 Ty 290 Trieu,1 Ty 290 Trieu,4/11/2024,2012,Xe da dung,"70,000 Km",Nhap khau,SUV,Hybrid 3.5 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Kia Morning Si MT 2018 - 235 Trieu,235 Trieu,4/11/2024,2018,Xe da dung,"87,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.25 L,Xanh,Kem,5 cho,5 cua,Binh Duong
Xe Ford EcoSport Titanium 1.5L AT 2015 - 330 Trieu,330 Trieu,4/11/2024,2015,Xe da dung,"101,363 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Bac,Xam,5 cho,5 cua,Ha Noi
Xe Ford Territory Titanium X 1.5 AT 2023 - 848 Trieu,848 Trieu,4/11/2024,2023,Xe da dung,"17,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Nau,Nhieu mau,5 cho,5 cua,TP HCM
Xe Lexus RX 350 2018 - 2 Ty 790 Trieu,2 Ty 790 Trieu,4/11/2024,2018,Xe da dung,"53,000 Km",Nhap khau,SUV,Xang 3.5 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Toyota Fortuner 2.7V 4x4 AT 2013 - 425 Trieu,425 Trieu,3/11/2024,2013,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Xang 2.7 L,Bac,Kem,7 cho,5 cua,Gia Lai
Xe Toyota Hilux 2.4L 4x2 AT 2020 - 595 Trieu,595 Trieu,4/11/2024,2020,Xe da dung,"70,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.4 L,Cam,Den,5 cho,4 cua,Nghe An
Xe Toyota Camry 2.5Q 2020 - 920 Trieu,920 Trieu,3/11/2024,2020,Xe da dung,0 Km,Nhap khau,Sedan,Xang 2.5 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2020 - 895 Trieu,895 Trieu,4/11/2024,2020,Xe da dung,"57,000 Km",Nhap khau,SUV,Dau 2.0 L,Do,Den,7 cho,5 cua,TP HCM
Xe Mercedes Benz C class C200 Avantgarde 2024 - 1 Ty 480 Trieu,1 Ty 480 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,,Ha Noi
Xe Mercedes Benz S class S450L 2020 - 2 Ty 800 Trieu,2 Ty 800 Trieu,4/11/2024,2020,Xe da dung,"7,900 Km",Lap rap trong nuoc,Sedan,Xang 3.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Vios G 1.5 CVT 2021 - 475 Trieu,475 Trieu,4/11/2024,2021,Xe da dung,"50,300 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2024 - 867 Trieu,867 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Ban tai / Pickup,Dau 2.0 L,Vang,Den,5 cho,4 cua,,Ha Noi
Xe Mazda BT50 2.2L 4x2 ATH 2018 - 445 Trieu,445 Trieu,4/11/2024,2018,Xe da dung,"38,000 Km",Nhap khau,Ban tai / Pickup,Dau 2.2 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Kia K3 Premium 1.6 AT 2021 - 540 Trieu,540 Trieu,4/11/2024,2021,Xe da dung,"24,000 Km",Lap rap trong nuoc,Sedan,Xang 1.6 L,Do,Do,5 cho,4 cua,Ha Noi
Xe Hyundai i10 Grand 1.2 AT 2020 - 348 Trieu,348 Trieu,4/11/2024,2020,Xe da dung,"23,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.25 L,Do,Do,5 cho,5 cua,Quang Ninh
Xe Kia Cerato 2.0 AT Premium 2020 - 528 Trieu,528 Trieu,4/11/2024,2020,Xe da dung,"44,560 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Den,5 cho,4 cua,Ha Noi
Xe VinFast VF5 Plus 2024 - 449 Trieu,449 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Dien,Bac,Nhieu mau,5 cho,5 cua,,Ha Noi
Xe Audi A5 2.0 T Quattro 2009 - 596 Trieu,596 Trieu,4/11/2024,2009,Xe da dung,0 Km,Nhap khau,Convertible/Cabriolet,Xang 2.0 L,Trang,Kem,4 cho,2 cua,Ha Noi
Xe Kia Carnival Signature 2.2D 2022 - 1 Ty 299 Trieu,1 Ty 299 Trieu,4/11/2024,2022,Xe da dung,"34,567 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe VinFast VF3 Plus 2024 - 265 Trieu,265 Trieu,4/11/2024,2024,Xe da dung,0 Km,Lap rap trong nuoc,Hatchback,Dien,Trang,Den,4 cho,3 cua,Ha Noi
Xe Mercedes Benz C class C250 Exclusive 2014 - 569 Trieu,569 Trieu,3/11/2024,2014,Xe da dung,"90,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Xanh,Den,5 cho,4 cua,Ha Noi
